	gene_name	gene_symbol	ENSEMBL.tag	logFC	logCPM	LR	PValue	FDR
ENSMUSG00000029725	protein phosphatase 1, regulatory subunit 35	ENSMUSG00000029725	Ppp1r35	-0.390627405637771	3.71615699039635	1.8442995762953	0.17444784557703	0.953675190366042
ENSMUSG00000022607	PTK2 protein tyrosine kinase 2	ENSMUSG00000022607	Ptk2	-0.278540158407473	6.63086964121542	1.8436512482207	0.174523600901677	0.953675190366042
ENSMUSG00000089951	zinc finger protein 968, pseudogene	ENSMUSG00000089951	Zfp968-ps	-0.570416715255613	1.91771309254153	1.84276661275718	0.17462702920612	0.953675190366042
ENSMUSG00000020736	5',3'-nucleotidase, cytosolic	ENSMUSG00000020736	Nt5c	-0.37560925045239	4.12397158380699	1.8427405829956	0.174630073578425	0.953675190366042
ENSMUSG00000040258	neurexophilin 4	ENSMUSG00000040258	Nxph4	-0.442464691186182	2.54681929967732	1.84256392661806	0.174650736457891	0.953675190366042
ENSMUSG00000026617	3'(2'), 5'-bisphosphate nucleotidase 1	ENSMUSG00000026617	Bpnt1	0.337824801912751	5.06296341579083	1.83979199886162	0.174975328208051	0.953675190366042
ENSMUSG00000028573	FGGY carbohydrate kinase domain containing	ENSMUSG00000028573	Fggy	0.523509817669002	2.33269046518376	1.83956041249187	0.175002478328059	0.953675190366042
ENSMUSG00000032120	C2 calcium-dependent domain containing 2-like	ENSMUSG00000032120	C2cd2l	0.314753244143818	4.97188728867505	1.83930846896581	0.175032020539304	0.953675190366042
ENSMUSG00000022193	proteasome (prosome, macropain) subunit, beta type 5	ENSMUSG00000022193	Psmb5	-0.326193628818332	6.70823706815641	1.83862499826571	0.175112191388642	0.953675190366042
ENSMUSG00000026727	Ras suppressor protein 1	ENSMUSG00000026727	Rsu1	-0.291583701009988	6.11805678976997	1.83810081032047	0.175173707098835	0.953675190366042
ENSMUSG00000030102	inositol 1,4,5-trisphosphate receptor 1	ENSMUSG00000030102	Itpr1	0.378562219423438	3.97971244879361	1.83789024272251	0.175198425121545	0.953675190366042
ENSMUSG00000024134	sine oculis-related homeobox 2	ENSMUSG00000024134	Six2	-0.49913716758086	2.24802233157057	1.8378412305655	0.175204179117037	0.953675190366042
ENSMUSG00000116138	RIKEN cDNA C030006K11 gene	ENSMUSG00000116138	C030006K11Rik	0.502891416365133	1.69803825194575	1.83640108579494	0.17537334841819	0.953675190366042
ENSMUSG00000031221	immunoglobulin (CD79A) binding protein 1	ENSMUSG00000031221	Igbp1	-0.303249462052877	5.79940075297613	1.83592867230823	0.175428882344657	0.953675190366042
ENSMUSG00000030830	integrin alpha L	ENSMUSG00000030830	Itgal	-0.496501929300902	1.69436101382172	1.83552274975561	0.175476616207439	0.953675190366042
ENSMUSG00000037712	fermitin family member 2	ENSMUSG00000037712	Fermt2	-0.314917166888371	8.26982524263232	1.83513222880447	0.175522553069047	0.953675190366042
ENSMUSG00000045095	membrane associated guanylate kinase, WW and PDZ domain containing 1	ENSMUSG00000045095	Magi1	0.346978896375972	3.90477813058518	1.83497283010324	0.175541307072883	0.953675190366042
ENSMUSG00000030787	lymphatic vessel endothelial hyaluronan receptor 1	ENSMUSG00000030787	Lyve1	0.475267276329177	2.75182991457868	1.83404768272844	0.175650200605106	0.953675190366042
ENSMUSG00000004864	mitogen-activated protein kinase 13	ENSMUSG00000004864	Mapk13	-0.320676047308938	5.27124376916196	1.83390353484814	0.175667174394349	0.953675190366042
ENSMUSG00000062296	tetratricopeptide repeat and ankyrin repeat containing 1	ENSMUSG00000062296	Trank1	0.830039344603577	0.962449247070597	1.83273172016234	0.175805228809079	0.953675190366042
ENSMUSG00000069049	eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked	ENSMUSG00000069049	Eif2s3y	-1.2762492474452	3.57698527986931	1.83270511988785	0.175808364105186	0.953675190366042
ENSMUSG00000001482	differentially expressed in FDCP 8	ENSMUSG00000001482	Def8	0.319864514635025	5.56586128211833	1.83172026697093	0.175924491204854	0.953675190366042
ENSMUSG00000037395	REST corepressor 3	ENSMUSG00000037395	Rcor3	0.34149295429873	4.11109597702936	1.8308243439604	0.176030209116455	0.953675190366042
ENSMUSG00000025950	isocitrate dehydrogenase 1 (NADP+), soluble	ENSMUSG00000025950	Idh1	0.365669706889786	6.41106707781604	1.83076592774746	0.176037104707185	0.953675190366042
ENSMUSG00000017144	Rho family GTPase 3	ENSMUSG00000017144	Rnd3	0.3499380802053	4.33345420339061	1.83065723662728	0.176049935698086	0.953675190366042
ENSMUSG00000098176	coiled-coil domain containing 166	ENSMUSG00000098176	Ccdc166	0.541040173713048	0.780797965803372	1.83040521918888	0.176079690515041	0.953675190366042
ENSMUSG00000028175	DEP domain containing 1a	ENSMUSG00000028175	Depdc1a	0.532809068566616	1.79948265796232	1.82971391565255	0.176161340075647	0.953728299145274
ENSMUSG00000036943	RAB8B, member RAS oncogene family	ENSMUSG00000036943	Rab8b	-0.303148685251988	6.33374652420839	1.82883190201548	0.176265577713182	0.953903605439257
ENSMUSG00000110234	translocase of inner mitochondrial membrane 10B	ENSMUSG00000110234	Timm10b	-0.499258055282249	1.54388039646258	1.82587754811476	0.176615245991335	0.954732809279118
ENSMUSG00000053137	mitogen-activated protein kinase 11	ENSMUSG00000053137	Mapk11	-0.489690716254896	2.72927702139469	1.82496874336921	0.176722970193688	0.954732809279118
ENSMUSG00000045165	expressed sequence AI467606	ENSMUSG00000045165	AI467606	0.490055592929111	2.29583496741686	1.82458014810081	0.176769055050736	0.954732809279118
ENSMUSG00000031555	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	ENSMUSG00000031555	Adam9	0.3102772302818	6.10607837916503	1.82230733755148	0.177038873356013	0.954732809279118
ENSMUSG00000054723	vimentin-type intermediate filament associated coiled-coil protein	ENSMUSG00000054723	Vmac	-0.325250019191348	4.48060111303055	1.82199632884383	0.177075831920248	0.954732809279118
ENSMUSG00000029638	glucocorticoid induced transcript 1	ENSMUSG00000029638	Glcci1	-0.702134260805758	2.25162171013079	1.82196673748618	0.177079348858217	0.954732809279118
ENSMUSG00000074247	DET1 and DDB1 associated 1	ENSMUSG00000074247	Dda1	-0.267955096474228	6.24599855152074	1.82129612001476	0.177159073475235	0.954732809279118
ENSMUSG00000032036	kirre like nephrin family adhesion molecule 3	ENSMUSG00000032036	Kirrel3	0.666277739154224	0.596982995756129	1.82091301204621	0.177204636860048	0.954732809279118
ENSMUSG00000075703	selenoprotein I	ENSMUSG00000075703	Selenoi	0.336305317485161	5.69440996982079	1.82084848745028	0.177212312160344	0.954732809279118
ENSMUSG00000054364	ras homolog family member B	ENSMUSG00000054364	Rhob	-0.323998553593484	7.93660523336816	1.82075964196011	0.177222881096333	0.954732809279118
ENSMUSG00000038415	forkhead box Q1	ENSMUSG00000038415	Foxq1	0.370604070207543	4.2793411682575	1.82013332161235	0.177297407935717	0.954732809279118
ENSMUSG00000078427	SAP domain containing ribonucleoprotein	ENSMUSG00000078427	Sarnp	-0.356676589672343	5.64741221194838	1.81983056475569	0.177333446415061	0.954732809279118
ENSMUSG00000022099	dematin actin binding protein	ENSMUSG00000022099	Dmtn	0.438908589612733	2.44893846215587	1.81965997860737	0.177353755757612	0.954732809279118
ENSMUSG00000067219	NIPA-like domain containing 1	ENSMUSG00000067219	Nipal1	0.343226424699166	5.43123657728974	1.81819688130451	0.177528056890183	0.955002874327812
ENSMUSG00000057421	LAS1-like (S. cerevisiae)	ENSMUSG00000057421	Las1l	-0.312243972656464	7.72149809072971	1.8157784864589	0.177816597868411	0.955002874327812
ENSMUSG00000043940	WD repeat and FYVE domain containing 3	ENSMUSG00000043940	Wdfy3	0.415109898688031	5.91448136568448	1.81513409317422	0.1778935723645	0.955002874327812
ENSMUSG00000018765	fragile X mental retardation, autosomal homolog 2	ENSMUSG00000018765	Fxr2	-0.271440860498545	6.22226836020923	1.81370913162078	0.178063924463138	0.955002874327812
ENSMUSG00000013539	transport and golgi organization 2	ENSMUSG00000013539	Tango2	0.398503070764984	4.86118561119998	1.81199412695189	0.178269200640866	0.955002874327812
ENSMUSG00000020305	ankyrin repeat and SOCS box-containing 3	ENSMUSG00000020305	Asb3	-0.345381988030752	3.88505633192108	1.81128128306119	0.178354604343549	0.955002874327812
ENSMUSG00000043336	filamin A interacting protein 1-like	ENSMUSG00000043336	Filip1l	-0.295740399237901	4.9603643586402	1.81126051591863	0.178357093101306	0.955002874327812
ENSMUSG00000039568	UBA-like domain containing 1	ENSMUSG00000039568	Ubald1	-0.283545636988707	5.28668460269565	1.8111765281911	0.178367158694318	0.955002874327812
ENSMUSG00000074825	inositol 1,4,5-triphosphate receptor interacting protein-like 1	ENSMUSG00000074825	Itpripl1	0.481534434595979	1.56013476491903	1.80993209184056	0.178516376319626	0.955002874327812
ENSMUSG00000040918	solute carrier family 19 (thiamine transporter), member 2	ENSMUSG00000040918	Slc19a2	0.311350673807496	5.16219203626858	1.80879518454009	0.178652826428863	0.955002874327812
ENSMUSG00000026688	microsomal glutathione S-transferase 3	ENSMUSG00000026688	Mgst3	0.372169614673679	6.73472106018511	1.80877029417351	0.178655815085172	0.955002874327812
ENSMUSG00000055401	F-box protein 6	ENSMUSG00000055401	Fbxo6	-0.291830723642451	5.92895412955268	1.80829195904261	0.178713261351741	0.955002874327812
ENSMUSG00000025007	aldehyde dehydrogenase 18 family, member A1	ENSMUSG00000025007	Aldh18a1	0.315440502374947	6.33699902237148	1.80791256590582	0.178758840229266	0.955002874327812
ENSMUSG00000042834	neuronal regeneration related protein	ENSMUSG00000042834	Nrep	0.434520048080216	4.21416901514018	1.80781788737487	0.178770216648947	0.955002874327812
ENSMUSG00000050107	histone H3 associated protein kinase	ENSMUSG00000050107	Haspin	0.596708352460512	0.948941603278635	1.80747581501964	0.17881132648307	0.955002874327812
ENSMUSG00000022034	establishment of sister chromatid cohesion N-acetyltransferase 2	ENSMUSG00000022034	Esco2	0.544626717258445	2.44660113018646	1.80744428123844	0.178815116723849	0.955002874327812
ENSMUSG00000019987	arginase, liver	ENSMUSG00000019987	Arg1	-0.613912035792577	1.99874171766234	1.80669478340835	0.178905230846417	0.955002874327812
ENSMUSG00000020859	sperm associated antigen 9	ENSMUSG00000020859	Spag9	0.29927562012298	6.78710831478754	1.80639190430719	0.178941661694307	0.955002874327812
ENSMUSG00000070604	V-set and immunoglobulin domain containing 10 like	ENSMUSG00000070604	Vsig10l	0.541570858987938	1.12395457477821	1.80624097502941	0.17895981894173	0.955002874327812
ENSMUSG00000035984	NME/NM23 family member 5	ENSMUSG00000035984	Nme5	-0.54235153923746	1.81389587952962	1.80618882903651	0.178966092756812	0.955002874327812
ENSMUSG00000038644	polymerase (DNA directed), delta 1, catalytic subunit	ENSMUSG00000038644	Pold1	-0.342082405924644	4.53126467361642	1.8056007163222	0.179036867670958	0.955002874327812
ENSMUSG00000021892	SH3-domain binding protein 5 (BTK-associated)	ENSMUSG00000021892	Sh3bp5	0.379193833727411	4.53124718915129	1.80459197643604	0.179158337211377	0.955002874327812
ENSMUSG00000070730	regulator of microtubule dynamics 3	ENSMUSG00000070730	Rmdn3	-0.280971575522775	6.22868954528591	1.80444823366631	0.17917565405162	0.955002874327812
ENSMUSG00000064120	molybdenum cofactor synthesis 1	ENSMUSG00000064120	Mocs1	0.328950842500997	4.35414344400568	1.80384217000772	0.17924868844348	0.955002874327812
ENSMUSG00000060733	inositol polyphosphate multikinase	ENSMUSG00000060733	Ipmk	0.302140494258737	6.19649188353279	1.80334678537866	0.179308410889029	0.955002874327812
ENSMUSG00000034413	neuralized E3 ubiquitin protein ligase 1B	ENSMUSG00000034413	Neurl1b	-0.344646001711504	4.5172178979123	1.80261940707748	0.179396143646978	0.955002874327812
ENSMUSG00000025813	homer scaffolding protein 2	ENSMUSG00000025813	Homer2	-0.294225098442504	5.22343620527789	1.8019913853446	0.179471932425644	0.955002874327812
ENSMUSG00000027404	small nuclear ribonucleoprotein B	ENSMUSG00000027404	Snrpb	-0.311949514861502	6.85882504089431	1.80122606912371	0.179564339748685	0.955002874327812
ENSMUSG00000038702	dermatan sulfate epimerase-like	ENSMUSG00000038702	Dsel	0.469762038120747	2.53316764177045	1.80113924335937	0.179574826910244	0.955002874327812
ENSMUSG00000078921	T cell specific GTPase 2	ENSMUSG00000078921	Tgtp2	-1.12017742364662	0.521404462770064	1.80105587821356	0.179584896750822	0.955002874327812
ENSMUSG00000032666	RIKEN cDNA 1700025G04 gene	ENSMUSG00000032666	1700025G04Rik	-0.321490620902162	8.12772669051641	1.80009227287855	0.179701339938332	0.955002874327812
ENSMUSG00000037031	tetraspanin 15	ENSMUSG00000037031	Tspan15	0.403835001544042	3.28891592894017	1.80005370563546	0.179706002265226	0.955002874327812
ENSMUSG00000031578	MAK16 homolog	ENSMUSG00000031578	Mak16	-0.317909944888861	4.80248653810115	1.79822501272336	0.179927230392586	0.955372702852316
ENSMUSG00000059901	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14	ENSMUSG00000059901	Adamts14	-0.576536967856261	1.52434607108016	1.79822235799208	0.179927551780444	0.955372702852316
ENSMUSG00000027848	olfactomedin-like 3	ENSMUSG00000027848	Olfml3	0.468644383494182	2.69267180312979	1.79676745294869	0.180103785842249	0.955372702852316
ENSMUSG00000033055	ankyrin repeat domain 54	ENSMUSG00000033055	Ankrd54	-0.293592837911551	4.93269108223037	1.7958931291758	0.180209789560754	0.955372702852316
ENSMUSG00000052593	a disintegrin and metallopeptidase domain 17	ENSMUSG00000052593	Adam17	0.323565495301282	5.63655690275334	1.79554104301421	0.180252497149809	0.955372702852316
ENSMUSG00000027778	intraflagellar transport 80	ENSMUSG00000027778	Ift80	0.403925780004601	2.68020355011761	1.79423331208802	0.180411225721325	0.955372702852316
ENSMUSG00000049734	three prime repair exonuclease 1	ENSMUSG00000049734	Trex1	-0.44617480972903	2.63814113022908	1.79356775311244	0.18049207141392	0.955372702852316
ENSMUSG00000112023	leukocyte immunoglobulin-like receptor, subfamily B, member 4B	ENSMUSG00000112023	Lilr4b	-0.638444656803025	1.35251671273915	1.79280931005704	0.180584250868565	0.955372702852316
ENSMUSG00000054435	GTPase, IMAP family member 4	ENSMUSG00000054435	Gimap4	-0.472773217695142	2.49193449899655	1.79122833490091	0.180776574176042	0.955372702852316
ENSMUSG00000025937	lactamase, beta 2	ENSMUSG00000025937	Lactb2	0.303415166295152	5.36196069477562	1.7908553212624	0.180821985286635	0.955372702852316
ENSMUSG00000024136	deoxyribonuclease 1-like 2	ENSMUSG00000024136	Dnase1l2	0.618096714236435	0.265248231518096	1.7891608261471	0.181028441338219	0.955372702852316
ENSMUSG00000032869	proteasome (prosome, macropain) inhibitor subunit 1	ENSMUSG00000032869	Psmf1	-0.303320264224987	4.99868108474851	1.78910638201168	0.181035079294063	0.955372702852316
ENSMUSG00000071073	leucine rich repeat containing 73	ENSMUSG00000071073	Lrrc73	-0.535691685787964	1.26069206002274	1.78872263413776	0.181081874720299	0.955372702852316
ENSMUSG00000019992	mitochondrial fission regulator 2	ENSMUSG00000019992	Mtfr2	0.563941798848864	0.863809710850314	1.78830386391027	0.181132956858518	0.955372702852316
ENSMUSG00000054619	methyltransferase like 7A1	ENSMUSG00000054619	Mettl7a1	0.378681872710524	4.58281645888675	1.78815143327663	0.181151554686152	0.955372702852316
ENSMUSG00000067365	transmembrane protein 128	ENSMUSG00000067365	Tmem128	-0.289181984720853	6.27635722593685	1.78813123045511	0.181154019767271	0.955372702852316
ENSMUSG00000026675	hydroxysteroid (17-beta) dehydrogenase 7	ENSMUSG00000026675	Hsd17b7	-0.320820582080072	7.4547657639029	1.78745501443706	0.181236551801785	0.955372702852316
ENSMUSG00000034947	transmembrane protein 106A	ENSMUSG00000034947	Tmem106a	0.289286442481239	6.18265330945496	1.78721687703171	0.181265626788161	0.955372702852316
ENSMUSG00000036503	ring finger protein 13	ENSMUSG00000036503	Rnf13	0.278077239700053	6.13873327131715	1.78706565920849	0.18128409227707	0.955372702852316
ENSMUSG00000042487	Leo1, Paf1/RNA polymerase II complex component	ENSMUSG00000042487	Leo1	-0.29968685715896	5.47345110456767	1.78689040128172	0.181305496071964	0.955372702852316
ENSMUSG00000037966	ninjurin 1	ENSMUSG00000037966	Ninj1	-0.273639609164258	6.78578635700747	1.78615383793995	0.181395482626964	0.955372702852316
ENSMUSG00000036112	methionine aminopeptidase 2	ENSMUSG00000036112	Metap2	-0.28185208491787	6.99389265110569	1.78602641356605	0.181411055414081	0.955372702852316
ENSMUSG00000020863	LUC7-like 3 (S. cerevisiae)	ENSMUSG00000020863	Luc7l3	-0.282593545036225	6.12547813082234	1.78476844868423	0.181564876908386	0.955372702852316
ENSMUSG00000040479	diacylglycerol kinase zeta	ENSMUSG00000040479	Dgkz	0.291348203293977	5.5716141515339	1.78461404539076	0.18158376744517	0.955372702852316
ENSMUSG00000049091	selenophosphate synthetase 2	ENSMUSG00000049091	Sephs2	0.360586764895612	6.50399722270746	1.78381592595233	0.18168145000009	0.955372702852316
ENSMUSG00000052253	zinc finger protein 622	ENSMUSG00000052253	Zfp622	-0.281068409954081	5.7370942204792	1.78288099950552	0.181795953884229	0.955372702852316
ENSMUSG00000020453	POZ (BTB) and AT hook containing zinc finger 1	ENSMUSG00000020453	Patz1	0.3651677088131	3.7164170329692	1.78261252029793	0.181828850964612	0.955372702852316
ENSMUSG00000068284	upstream transcription factor family member 3	ENSMUSG00000068284	Usf3	0.455895969467551	3.83604590211127	1.78235237412456	0.181860733564748	0.955372702852316
ENSMUSG00000030638	SH3-domain GRB2-like 3	ENSMUSG00000030638	Sh3gl3	-0.43673314722833	2.20066921269917	1.78233665177216	0.181862660648422	0.955372702852316
ENSMUSG00000029162	ketohexokinase	ENSMUSG00000029162	Khk	0.538382239948751	2.41693268059188	1.78166646237536	0.181944827541096	0.955426260129768
ENSMUSG00000027108	Obg-like ATPase 1	ENSMUSG00000027108	Ola1	-0.299397792123654	5.86391726933995	1.77926238136174	0.182239927845816	0.955608452732834
ENSMUSG00000031948	lysyl-tRNA synthetase	ENSMUSG00000031948	Kars	-0.285349341564569	6.24323302183727	1.77917572648838	0.182250575056279	0.955608452732834
ENSMUSG00000020733	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	ENSMUSG00000020733	Slc9a3r1	0.317255922444976	7.23337085905117	1.77734804014682	0.18247530930227	0.955608452732834
ENSMUSG00000039834	zinc finger protein 335	ENSMUSG00000039834	Zfp335	-0.29822858006142	5.016605624451	1.7769104178172	0.182529167439473	0.955608452732834
ENSMUSG00000093701	NA	ENSMUSG00000093701	NA	0.566891528841094	2.21545557891888	1.77608897817428	0.182630311679706	0.955608452732834
ENSMUSG00000025872	THO complex 3	ENSMUSG00000025872	Thoc3	-0.288864256346419	5.529751279784	1.77558348767165	0.182692585236999	0.955608452732834
ENSMUSG00000027663	zinc finger matrin type 3	ENSMUSG00000027663	Zmat3	0.365616693946222	4.25362527368452	1.77537472003277	0.182718311403404	0.955608452732834
ENSMUSG00000059878	zinc finger protein 422	ENSMUSG00000059878	Zfp422	0.347412722562764	4.22991979281613	1.77482974157591	0.182785488181117	0.955608452732834
ENSMUSG00000049950	ribonuclease P/MRP 38 subunit	ENSMUSG00000049950	Rpp38	-0.382788837746273	3.38651665417952	1.7743189215863	0.182848480404235	0.955608452732834
ENSMUSG00000001794	calpain, small subunit 1	ENSMUSG00000001794	Capns1	-0.295307091050587	7.73172928022971	1.77411022569368	0.182874223163626	0.955608452732834
ENSMUSG00000000378	cerebral cavernous malformation 2	ENSMUSG00000000378	Ccm2	-0.276385024048621	6.10743601637518	1.77262376815452	0.183057700126762	0.955608452732834
ENSMUSG00000026519	transmembrane protein 63a	ENSMUSG00000026519	Tmem63a	0.356501848764096	4.1726559066543	1.77260879048162	0.183059549941803	0.955608452732834
ENSMUSG00000074361	complement component 5a receptor 2	ENSMUSG00000074361	C5ar2	-0.686860356505682	2.63128826058832	1.77247606707445	0.183075942871276	0.955608452732834
ENSMUSG00000047221	family with sequence similarity 185, member A	ENSMUSG00000047221	Fam185a	0.451030042965839	1.95940780274805	1.7724212013998	0.183082719935947	0.955608452732834
ENSMUSG00000024413	NPC intracellular cholesterol transporter 1	ENSMUSG00000024413	Npc1	0.374424814891138	6.20724333155236	1.77131178411655	0.183219818716651	0.955608452732834
ENSMUSG00000052911	laminin, beta 2	ENSMUSG00000052911	Lamb2	0.379414496908287	6.88114747752959	1.77086984517051	0.183274465480069	0.955608452732834
ENSMUSG00000069565	DAZ associated protein 1	ENSMUSG00000069565	Dazap1	-0.280317877597532	5.80039369755212	1.77059799043773	0.183308090327868	0.955608452732834
ENSMUSG00000038005	histone PARylation factor 1	ENSMUSG00000038005	Hpf1	-0.330335594892632	4.58724848461733	1.7701915994033	0.183358368881895	0.955608452732834
ENSMUSG00000039852	arginine glutamic acid dipeptide (RE) repeats	ENSMUSG00000039852	Rere	0.310125111798839	6.61177032493049	1.76980239370901	0.183406536261944	0.955608452732834
ENSMUSG00000044562	Ras interacting protein 1	ENSMUSG00000044562	Rasip1	-0.370932404613196	3.24845133879094	1.76969980844747	0.183419234468042	0.955608452732834
ENSMUSG00000015355	CD48 antigen	ENSMUSG00000015355	Cd48	-0.580252333231745	0.558196989090864	1.76714816050791	0.183735410775037	0.956134447290521
ENSMUSG00000078429	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	ENSMUSG00000078429	Ctdsp2	0.340840834192132	7.46720302584367	1.76703149310996	0.183749882209566	0.956134447290521
ENSMUSG00000073243	predicted gene 9	ENSMUSG00000073243	Gm9	-0.383575262759352	3.64821399252302	1.76690302667034	0.183765818727562	0.956134447290521
ENSMUSG00000098773	predicted gene 27179	ENSMUSG00000098773	Gm27179	0.819799418640527	4.79776578307976	1.76656068679784	0.183808294499843	0.956134447290521
ENSMUSG00000021947	crystallin, lambda 1	ENSMUSG00000021947	Cryl1	0.439915632581097	4.93735132513723	1.76417336653875	0.184104817745234	0.957103468620586
ENSMUSG00000066258	tripartite motif-containing 12A	ENSMUSG00000066258	Trim12a	-0.546718671706618	1.02591787236478	1.76310909568501	0.184237187054102	0.957103468620586
ENSMUSG00000023988	bystin-like	ENSMUSG00000023988	Bysl	-0.326379112570762	4.65264165355165	1.76308194226821	0.18424056572043	0.957103468620586
ENSMUSG00000030157	C-type lectin domain family 2, member d	ENSMUSG00000030157	Clec2d	-0.352612920293402	4.22942378287465	1.76148615658568	0.184439253699069	0.957103468620586
ENSMUSG00000052837	jun B proto-oncogene	ENSMUSG00000052837	Junb	-0.293840875673672	5.2088276212976	1.76143879203045	0.184445154760221	0.957103468620586
ENSMUSG00000030201	low density lipoprotein receptor-related protein 6	ENSMUSG00000030201	Lrp6	0.419863187379261	5.9091935720453	1.76135172558421	0.184456002777097	0.957103468620586
ENSMUSG00000026434	nuclear casein kinase and cyclin-dependent kinase substrate 1	ENSMUSG00000026434	Nucks1	0.274254990190356	5.9590788586823	1.7599089937658	0.184635867331808	0.957103468620586
ENSMUSG00000026594	Ral GEF with PH domain and SH3 binding motif 2	ENSMUSG00000026594	Ralgps2	-0.296036764199654	5.79667196126558	1.75955657129947	0.184679834568645	0.957103468620586
ENSMUSG00000026670	UDP-N-acetylglucosamine pyrophosphorylase 1	ENSMUSG00000026670	Uap1	-0.277730142636734	6.10948328774162	1.75903985348589	0.184744320803397	0.957103468620586
ENSMUSG00000004568	rho/rac guanine nucleotide exchange factor (GEF) 18	ENSMUSG00000004568	Arhgef18	0.314105612741752	6.0281861667533	1.75838507213734	0.184826074875247	0.957103468620586
ENSMUSG00000074766	isthmin 1, angiogenesis inhibitor	ENSMUSG00000074766	Ism1	-0.560938416670679	3.22680079146054	1.75823340768099	0.184845017242373	0.957103468620586
ENSMUSG00000022336	eukaryotic translation initiation factor 3, subunit E	ENSMUSG00000022336	Eif3e	-0.315875895709958	7.43200186895104	1.75785225902661	0.184892631342615	0.957103468620586
ENSMUSG00000022205	SUB1 homolog, transcriptional regulator	ENSMUSG00000022205	Sub1	-0.315251486239744	7.42349572738613	1.75682349386869	0.185021218507735	0.957103468620586
ENSMUSG00000039063	enoyl Coenzyme A hydratase domain containing 3	ENSMUSG00000039063	Echdc3	0.452662858095245	2.92862939390164	1.75649948551029	0.185061738377891	0.957103468620586
ENSMUSG00000032014	out at first homolog	ENSMUSG00000032014	Oaf	-0.298048176602709	7.87377804362694	1.75638504119976	0.185076053028177	0.957103468620586
ENSMUSG00000034334	family with sequence similarity 151, member B	ENSMUSG00000034334	Fam151b	-0.53010671637044	0.947607237533761	1.75522495104911	0.185221229244568	0.957134244668487
ENSMUSG00000022103	glial cell line derived neurotrophic factor family receptor alpha 2	ENSMUSG00000022103	Gfra2	0.554278754595889	1.07064031531789	1.75503011317476	0.185245624648231	0.957134244668487
ENSMUSG00000034424	glycine cleavage system protein H (aminomethyl carrier)	ENSMUSG00000034424	Gcsh	0.365087659497282	5.59761245964303	1.75460946859413	0.185298305747496	0.957134244668487
ENSMUSG00000040940	Rho guanine nucleotide exchange factor (GEF) 1	ENSMUSG00000040940	Arhgef1	-0.292883861375588	7.57036933667195	1.75251854545553	0.185560429151248	0.958115401393552
ENSMUSG00000040570	RUN domain containing 3B	ENSMUSG00000040570	Rundc3b	0.551735820889312	1.23363951865636	1.75190569217854	0.185637339577226	0.958139845601742
ENSMUSG00000047594	olfactory receptor 1122	ENSMUSG00000047594	Olfr1122	-0.519165437807173	1.07726719342643	1.75009875581208	0.185864317867233	0.95840649956905
ENSMUSG00000032262	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4	ENSMUSG00000032262	Elovl4	0.60134938524667	0.368202886999744	1.74944772554283	0.185946176019302	0.95840649956905
ENSMUSG00000041075	frizzled class receptor 7	ENSMUSG00000041075	Fzd7	0.375830936870686	4.78050201606416	1.74920845505024	0.18597627153621	0.95840649956905
ENSMUSG00000015542	N-acetyltransferase 9 (GCN5-related, putative)	ENSMUSG00000015542	Nat9	-0.337393093268749	5.38392411266168	1.74919639548707	0.18597778854161	0.95840649956905
ENSMUSG00000033105	lanosterol synthase	ENSMUSG00000033105	Lss	0.377413942434483	4.80043490522956	1.748194776373	0.18610383514729	0.958467416423196
ENSMUSG00000025477	inositol polyphosphate-5-phosphatase A	ENSMUSG00000025477	Inpp5a	0.311137657051639	4.65798568156725	1.74787502416744	0.186144094576269	0.958467416423196
ENSMUSG00000043487	acyl-CoA thioesterase 6	ENSMUSG00000043487	Acot6	0.597195642014233	0.308907420663998	1.74663188224451	0.186300712542427	0.958467416423196
ENSMUSG00000021009	protein tyrosine phosphatase, non-receptor type 21	ENSMUSG00000021009	Ptpn21	0.346287558257672	4.39331862732867	1.74637938777029	0.186332541914377	0.958467416423196
ENSMUSG00000032423	synaptotagmin binding, cytoplasmic RNA interacting protein	ENSMUSG00000032423	Syncrip	-0.267178711174084	6.83255218785768	1.74623604816723	0.186350614070679	0.958467416423196
ENSMUSG00000078870	predicted gene 14410	ENSMUSG00000078870	Gm14410	-0.609661619505281	0.809020448547031	1.7446081398303	0.186556002618421	0.958658742178619
ENSMUSG00000001240	receptor (calcitonin) activity modifying protein 2	ENSMUSG00000001240	Ramp2	-0.376463821748598	4.08985633206229	1.74443835487194	0.186577439049806	0.958658742178619
ENSMUSG00000078773	RAD54 homolog B (S. cerevisiae)	ENSMUSG00000078773	Rad54b	0.598294098839915	1.94219832839396	1.74422438060006	0.186604458741209	0.958658742178619
ENSMUSG00000050721	pleckstrin homology domain containing, family O member 2	ENSMUSG00000050721	Plekho2	-0.328720282539452	6.30612096364229	1.74226164477372	0.186852516373022	0.95929585981795
